ID,bulkdens,Lat,Lon,Ortho,Salinity,DomVeg,Core,Ht,B,Sa,Se,Sp,Iva,Lm,Ss,Sl,Ds,Richness,LOI,Site,perOM,OM,percC,PolyEqC,adjustedC,less10,NEAR_FC,BarrDist,MainDist,carbon
237,0.384355721,37.56793996,-75.67213862,0.38145494,40,TSa,Y,NA,10,90,0,0,0,0,0,0,0,1,261,P,0.148701105,14.8701105,6.150665955,2.364043648,0.023640436,,MainCoast_1,4045.940471,3373.00647,0.05715412
238,0.383453538,37.56736485,-75.66454815,0.07982078,NA,TSa,Y,NA,60,40,0,0,0,0,0,0,0,1,142,P,0.104,10.4,4.17396,1.600519729,0.016005197,,BarrierCoast_1,3433.970973,3996.051797,0.039879168
239,0.419463527,37.56739052,-75.66456337,0.06701219,35,TSa,Y,NA,60,40,0,0,0,0,0,0,0,1,332,P,0.103248376,10.3248376,4.141235249,1.737097144,0.017370971,,BarrierCoast_1,3436.516279,3993.599269,0.043308928
240,0.498056551,37.5673139,-75.66460723,0.14619157,37,TSa,Y,NA,40,60,0,0,0,0,0,0,0,1,308,P,0.125635657,12.5635657,5.123214387,2.551650488,0.025516505,,BarrierCoast_1,3435.853361,3993.8293,0.062573662
241,0.474883337,37.56725754,-75.66451842,0.1328492,40,TSa,Y,NA,40,60,0,0,0,0,0,0,0,1,315,P,0.133366584,13.3366584,5.465810677,2.595622414,0.025956224,,BarrierCoast_1,3425.974166,4003.62307,0.063333568
245,0.480451095,37.50932542,-75.72518408,0.29794458,37,SSa,Y,NA,30,70,0,0,0,0,0,0,0,1,130,P,0.075727579,7.5727579,2.954686012,1.41958213,0.014195821,,MainCoast_1,5064.656631,2733.56689,0.036383398
246,0.743604979,37.50935157,-75.7251365,0.39185123,40,SSa,Y,NA,30,70,0,0,0,0,0,0,0,1,153,P,0.063029819,6.3029819,2.414886953,1.795721962,0.01795722,,MainCoast_1,5062.579624,2735.584939,0.046869287
247,0.452689636,37.50940354,-75.72511162,0.39462331,45,SSa,Y,NA,20,80,0,0,0,0,0,0,0,1,313,P,0.070436607,7.0436607,2.729171755,1.235467768,0.012354678,,MainCoast_1,5063.715617,2734.379062,0.031885922
250,0.560229846,37.57125557,-75.68526624,-0.06576875,31,TSa,Y,NA,60,40,0,0,0,0,0,0,0,1,279,P,0.064212843,6.4212843,2.464974581,1.38095233,0.013809523,,MainCoast_1,5209.427072,2199.209668,0.035973951
251,0.605880304,37.57124389,-75.68525276,0.00527989,31,TSa,Y,NA,50,50,0,0,0,0,0,0,0,1,320,P,0.074718423,7.4718423,2.911608483,1.764086233,0.017640862,,MainCoast_1,5207.72602,2200.938574,0.045270421
252,0.839365256,37.57121915,-75.68523858,0.04240604,30,TSa,Y,NA,50,50,0,0,0,0,0,0,0,1,329,P,0.074199324,7.4199324,2.889461765,2.425313814,0.024253138,,MainCoast_1,5205.193622,2203.582066,0.062280335
254,0.612556458,37.571168,-75.68528169,0.02478713,31,TSa,Y,NA,50,50,0,0,0,0,0,0,0,1,7,P,0.068914229,6.8914229,2.664439843,1.632119833,0.016321198,,MainCoast_1,5205.358942,2203.925002,0.042213856
255,0.487488122,37.57247133,-75.68604093,0.51132875,45,SSa,Y,NA,0,55,45,0,0,0,0,0,0,2,331,P,0.085640311,8.5640311,3.379451717,1.647442571,0.016474426,,MainCoast_1,5340.241655,2064.926,0.041748634
256,0.566029594,37.57242389,-75.68593823,0.5513586,45,SSa,Y,NA,0,40,60,0,0,0,0,0,0,2,152,P,0.086329494,8.6329494,3.409093165,1.92964762,0.019296476,,MainCoast_1,5329.768553,2075.382267,0.048865048
257,0.756570637,37.57240435,-75.68585575,0.52943598,40,SSa,Y,NA,10,60,30,0,0,0,0,0,0,2,116,P,0.079155409,7.9155409,3.101236867,2.346304752,0.023463048,,MainCoast_1,5322.490828,2082.60863,0.059886658
258,0.52666864,37.57248642,-75.68583329,0.5240774,42,SSa,Y,NA,4,95,1,0,0,0,0,0,0,2,145,P,0.076645627,7.6645627,2.993900982,1.576793758,0.015767938,,MainCoast_1,5325.853558,2079.082395,0.040366848
259,0.528833879,37.57254325,-75.68588909,0.43475256,45,SSa,Y,NA,0,100,0,0,0,0,0,0,0,1,258,P,0.089924483,8.9924483,3.563943037,1.884733821,0.018847338,,MainCoast_1,5333.445099,2071.453217,0.047555113
260,0.496638835,37.56863474,-75.68791782,0.13624983,40,TSa,Y,NA,50,50,0,0,0,0,0,0,0,1,143,P,0.072030498,7.2030498,2.797018924,1.38910822,0.013891082,,MainCoast_1,5263.614242,2185.874672,0.035773143
261,0.637766028,37.56860518,-75.68795976,0.0735156,38,TSa,Y,NA,60,40,0,0,0,0,0,0,0,1,247,P,0.066988474,6.6988474,2.582655839,1.647130156,0.016471302,,MainCoast_1,5265.308159,2184.102722,0.042722973
262,0.27998604,37.56866537,-75.68796324,0.26206499,35,TSa,Y,NA,40,60,0,0,0,0,0,0,0,1,333,P,0.153738365,15.3738365,6.37717437,1.785519798,0.017855198,,MainCoast_1,5268.762508,2180.746369,0.043044596
263,0.441502568,37.56870061,-75.68790244,0.34552038,33,B,Y,NA,80,20,0,0,0,0,0,0,0,1,321,P,0.13996004,13.996004,5.759416609,2.542797223,0.025427972,,MainCoast_1,5265.911345,2183.70808,0.061792717
264,0.566106924,37.56869672,-75.68785124,0.18425368,35,TSa,Y,NA,40,60,0,0,0,0,0,0,0,1,121,P,0.114316767,11.4316767,4.624851738,2.618160591,0.026181606,,MainCoast_1,5261.732523,2187.920453,0.064715513
265,0.69818651,37.61298649,-75.67541287,0.58351621,50,SSa,Y,NA,10,90,0,0,0,0,0,0,0,1,233,C,0.089826948,8.9826948,3.559736716,2.485360155,0.024853602,,MainCoast_1,5026.494199,192.2805218,0.062715963
266,0.656763424,37.61304317,-75.67536044,0.5924809,45,SSa,Y,NA,5,75,20,0,0,0,0,0,0,2,257,C,0.104240983,10.4240983,4.184455681,2.74819744,0.027481974,,MainCoast_1,5022.466473,193.6197529,0.068461665
267,0.546362005,37.61317046,-75.67546188,0.5761419,38,SSa,Y,NA,5,90,5,0,0,0,0,0,0,2,285,C,0.096629438,9.6629438,3.853786903,2.105562739,0.021055627,,MainCoast_1,5032.716589,179.3847667,0.052794653
268,0.624052847,37.61322032,-75.67557413,0.56523826,36,SSa,Y,NA,10,85,15,0,0,0,0,0,0,2,305,C,0.100040056,10.0040056,4.001739656,2.497297025,0.02497297,,MainCoast_1,5043.113593,168.0696554,0.062430282
269,0.66472841,37.61317887,-75.67563396,0.56356612,48,SSa,Y,NA,0,70,30,0,0,0,0,0,0,2,241,C,0.105289126,10.5289126,4.230126365,2.811885173,0.028118852,,MainCoast_1,5047.929449,165.2884193,0.069988673
270,0.488854285,37.60716598,-75.65346109,0.2092449,45,SSa,Y,NA,40,60,0,0,0,0,0,0,0,1,232,C,0.097768438,9.7768438,3.90315796,1.908075494,0.019080755,,MainCoast_1,3026.781404,2209.235906,0.04779452
271,0.490220448,37.60724826,-75.65351337,0.14596003,40,SSa,Y,NA,60,40,0,0,0,0,0,0,0,1,286,C,0.086900259,8.6900259,3.433652297,1.683246567,0.016832466,,MainCoast_1,3033.693606,2200.954853,0.042600284
272,0.516718851,37.60721928,-75.65361347,0.1513432,35,SSa,Y,NA,40,60,0,0,0,0,0,0,0,1,239,C,0.117124314,11.7124314,4.748107589,2.453436698,0.024534367,,MainCoast_1,3041.33249,2194.566329,0.060520341
273,0.52504471,37.60714409,-75.65356869,0.19669797,39,SSa,Y,NA,30,70,0,0,0,0,0,0,0,1,291,C,0.100528046,10.0528046,4.02293722,2.112221906,0.021122219,,MainCoast_1,3035.282561,2201.915595,0.052781719
274,0.513986525,37.60716478,-75.65346037,0.2379369,37,SSa,Y,NA,40,60,0,0,0,0,0,0,0,1,227,C,0.088755622,8.8755622,3.513553204,1.805919002,0.01805919,,MainCoast_1,3026.684319,2209.3535,0.045619194
276,0.94595173,37.59494557,-75.61996505,0.1378284,35,TSa,Y,NA,30,70,0,0,0,0,0,0,0,1,238,C,0.031302459,3.1302459,1.087256076,1.028491766,0.010284918,,BarrierCoast_1,102.2174399,5390.241438,0.029610615
278,0.889139979,37.59502304,-75.62006336,0.08724588,35,TSa,Y,NA,40,60,0,0,0,0,0,0,0,1,288,C,0.044238067,4.4238067,1.624900147,1.444763683,0.014447637,,BarrierCoast_1,108.312084,5378.029384,0.039333834
279,0.768788772,37.59509442,-75.62020649,0.0728198,33,TSa,Y,NA,40,60,0,0,0,0,0,0,0,1,293,C,0.047284409,4.7284409,1.752245886,1.347106963,0.01347107,,BarrierCoast_1,118.4026155,5363.371141,0.036351723
280,0.60121473,37.59697931,-75.62022944,0.08946104,33,SSa,Y,NA,20,80,0,0,0,0,0,0,0,1,245,C,0.094538644,9.4538644,3.763260705,2.262527769,0.022625278,,BarrierCoast_1,64.9477423,5221.971758,0.056838025
282,0.498262765,37.59693547,-75.62027335,0.16875511,33,SSa,Y,NA,10,90,0,0,0,0,0,0,0,1,292,C,0.087799543,8.7799543,3.47236692,1.730151143,0.017301511,,BarrierCoast_1,69.97572373,5222.254812,0.043747243
283,0.524864274,37.59700773,-75.62026729,0.09630164,34,SSa,Y,NA,20,80,0,0,0,0,0,0,0,1,290,C,0.092662557,9.2662557,3.682142422,1.932625009,0.01932625,,BarrierCoast_1,67.33545003,5217.379256,0.048635266
284,0.574149241,37.59704044,-75.6203579,0.21449458,35,SSa,Y,NA,20,80,0,0,0,0,0,0,0,1,264,C,0.090681864,9.0681864,3.596615768,2.064994214,0.020649942,,BarrierCoast_1,74.09004217,5208.964452,0.052064923
287,0.322337086,37.62266672,-75.6172281,0.09662647,30,SSa,Y,NA,45,55,0,0,0,0,0,0,0,1,149,C,0.095834576,9.5834576,3.819355897,1.23112005,0.012311201,,BarrierCoast_1,386.2878891,3893.461337,0.030891038
288,0.555693155,37.62273363,-75.61723083,0.05177979,36,SSa,Y,NA,60,40,0,0,0,0,0,0,0,1,267,C,0.108,10.8,4.3484,2.416376115,0.024163761,,BarrierCoast_1,389.5653384,3889.594341,0.060014861
289,0.651066783,37.6226928,-75.61712027,0.04156313,37,SSa,Y,NA,40,60,0,0,0,0,0,0,0,1,334,C,0.08442664,8.442664,3.327286918,2.16628599,0.02166286,,BarrierCoast_1,378.8049264,3900.321474,0.054967381
290,1.196320392,37.6149392,-75.61748269,0.88766478,NA,Sp,Y,NA,58,0,0,25,10,0,7,0,0,3,236,C,0.006433096,0.6433096,0.067710842,0.081003861,0.000810039,,BarrierCoast_1,193.5565164,4283.298854,0.007696044
291,1.250502923,37.61498984,-75.61743199,0.71222823,19,Sp,Y,NA,30,0,0,34,0,1,0,0,35,3,242,C,0.008519069,0.8519069,0.152514578,0.190719925,0.001907199,,BarrierCoast_1,192.2113751,4284.033775,0.010653121
293,0.914426879,37.61506265,-75.61759984,1.10091966,NA,B,Y,NA,80,0,0,10,0,0,10,0,0,2,159,C,0.001998601,0.1998601,-0.112136645,-0.102540763,-0.001025408,,BarrierCoast_1,209.0890386,4267.195735,0.001827574
294,1.106411415,37.61528313,-75.61758249,0.60414802,30,SSa,Y,NA,25,69,5,0,0,0,0,10,0,3,282,C,0.007485777,0.7485777,0.110490517,0.122247969,0.00122248,,BarrierCoast_1,219.1251681,4255.344113,0.008282349
296,0.814774326,37.59980542,-75.62704396,0.10433955,40,SSa,Y,NA,50,50,0,0,0,0,0,0,0,1,283,C,0.035160494,3.5160494,1.247082677,1.016090948,0.010160909,,BarrierCoast_1,582.3755823,4565.129768,0.028647868
297,0.956468606,37.59990913,-75.62697217,0.12113275,32,SSa,Y,NA,60,40,0,0,0,0,0,0,0,1,228,C,0.033693261,3.3693261,1.18624708,1.134608091,0.011346081,,BarrierCoast_1,576.1068665,4561.922451,0.032226546
299,0.768195909,37.59995026,-75.62674579,0.1842755,39,SSa,Y,NA,40,30,30,0,0,0,0,0,0,2,240,C,0.029886432,2.9886432,1.028706428,0.79024807,0.007902481,,BarrierCoast_1,556.2136087,4573.471662,0.022958635
404,0.341025162,37.66984924,-75.6255119,0.27715781,39,TSa,Y,NA,20,80,0,0,0,0,0,0,0,1,56,C,0.160111244,16.0111244,6.664831752,2.272875328,0.022728753,,MainCoast_1,2775.035032,573.803414,0.054601963
405,0.439234222,37.66976819,-75.62544478,0.28468861,40,TSa,Y,80,25,75,0,0,0,0,0,0,0,1,77,C,0.134110787,13.4110787,5.498884666,2.415298328,0.024152983,,MainCoast_1,2770.57008,583.3698812,0.058906047
406,0.381546065,37.66980451,-75.62534075,0.38437052,38,TSa,Y,55,0,100,0,0,0,0,0,0,0,1,49,C,0.156324346,15.6324346,6.493752826,2.477665838,0.024776658,,MainCoast_1,2760.877207,589.4010131,0.059644939
407,0.311021134,37.66599559,-75.62451791,0.44467272,41,SSa,Y,60,5,95,0,0,0,0,0,0,0,1,54,C,0.196881871,19.6881871,8.348371111,2.59651985,0.025965199,,MainCoast_1,2639.502666,859.6007224,0.061234423
408,0.343241954,37.66607715,-75.62456619,0.38064105,37,SSa,Y,58,10,90,0,0,0,0,0,0,0,1,24,C,0.208884878,20.8884878,8.906709001,3.057156201,0.030571562,,MainCoast_1,2646.509394,851.4558139,0.071698054
409,0.318083938,37.66605215,-75.62460293,0.36167739,37,TSa,Y,70,10,90,0,0,0,0,0,0,0,1,83,C,0.183134416,18.3134416,7.714197654,2.453762368,0.024537624,,MainCoast_1,2648.65224,849.9869709,0.058252116
410,0.268927854,37.66597846,-75.62453143,0.49529704,46,SSa,Y,60,25,70,5,0,0,0,0,0,0,2,35,C,0.214764398,21.4764398,9.181780811,2.469236609,0.024692366,,MainCoast_1,2640.005542,859.4909394,0.057756129
411,0.334580998,37.66594179,-75.62442602,0.51749982,41,SSa,Y,60,5,92,3,0,0,0,0,0,0,2,48,C,0.224613249,22.4613249,9.644880331,3.226993687,0.032269937,,MainCoast_1,2629.885104,869.5932344,0.075151325
412,0.37850442,37.66822551,-75.62852596,0.18271924,32,TSa,Y,83,70,30,0,0,0,0,0,0,0,1,26,C,0.087710555,8.7710555,3.468534861,1.312855776,0.013128558,,MainCoast_1,3055.059336,430.0962755,0.033198833
413,0.503727416,37.66820318,-75.62809571,0.24866461,33,TSa,Y,112,80,20,0,0,0,0,0,0,0,1,53,C,0.090909091,9.0909091,3.606421492,1.816653379,0.018166534,,MainCoast_1,3018.414788,464.4129889,0.045793402
415,0.228226514,37.66671794,-75.62741955,0.48806642,41,SSa,Y,32,10,80,10,0,0,0,0,0,0,2,57,C,0.283283855,28.3283855,12.4639124,2.844595277,0.028445953,*,MainCoast_1,2907.652511,597.1078112,0.064652887
416,0.270680667,37.66666074,-75.62745968,0.44904398,42,SSa,Y,36,7,86,5,0,0,2,0,0,0,3,50,C,0.336683417,33.6683417,15.1194464,4.092541836,0.040925418,,MainCoast_1,2908.940433,597.1268995,0.091133692
417,0.180952127,37.66669312,-75.62753833,0.45041071,40,SSa,Y,37,10,85,5,0,0,0,0,0,0,2,51,C,0.305703971,30.5703971,13.56843532,2.45523723,0.024552372,,MainCoast_1,2916.669271,589.3166884,0.055317784
418,0.152752465,37.66677523,-75.62748859,0.47953805,43,SSa,Y,32,0,100,0,0,0,0,0,0,0,1,55,C,0.31349481,31.349481,13.95578011,2.131779812,0.021317798,*,MainCoast_1,2915.485858,588.6840417,0.047887105
419,0.201315685,37.6668522,-75.62749408,0.45690819,40,SSa,Y,38,5,95,0,0,0,0,0,0,0,1,52,C,0.274138831,27.4138831,12.01771442,2.41935441,0.024193544,*,MainCoast_1,2918.748741,584.0809922,0.055188447
422,0.368296864,37.6877298,-75.60300929,0.45520969,40,SSa,Y,52,20,80,0,0,0,0,0,0,0,1,98,C,0.167404698,16.7404698,6.995536934,2.576434315,0.025764343,,BarrierCoast_1,1006.979638,1303.439112,0.061654625
423,0.363785949,37.68779807,-75.60303527,0.45811016,38,SSa,Y,43,15,85,0,0,0,0,0,0,0,1,70,C,0.133688228,13.3688228,5.480103193,1.993584541,0.019935845,,BarrierCoast_1,1011.545645,1297.28267,0.048633899
424,0.374612145,37.68789762,-75.6029994,0.44875391,35,SSa,Y,31,30,70,0,0,0,0,0,0,0,1,110,C,0.133986288,13.3986288,5.493350504,2.057875816,0.020578758,,BarrierCoast_1,1012.132851,1293.684328,0.050192891
425,0.391727845,37.68788034,-75.60291157,0.47041999,40,SSa,Y,41,5,94,1,0,0,0,0,0,0,2,80,C,0.124790867,12.4790867,5.08588616,1.992283225,0.019922832,,BarrierCoast_1,1004.186873,1301.168457,0.048884057
426,0.937368103,37.68786541,-75.6027688,0.48325742,55,SSa,Y,59,5,94,1,0,0,0,0,0,0,2,90,C,0.11425111,11.425111,4.621972119,4.332489238,0.043324892,,BarrierCoast_1,991.7562551,1312.512785,0.107095346
427,0.92020085,37.69215741,-75.5990223,0.29136212,40,SSa,Y,40,60,40,0,0,0,0,0,0,0,1,107,C,0.057822471,5.7822471,2.194914075,2.019761797,0.020197618,,BarrierCoast_1,763.8285365,1401.792103,0.053208287
428,0.83116828,37.69211556,-75.5989408,0.23470128,30,TSa,Y,76,40,60,0,0,0,0,0,0,0,1,112,C,0.055861071,5.5861071,2.112269989,1.755651814,0.017556518,,BarrierCoast_1,755.6143202,1409.907197,0.04642995
429,0.81397525,37.69219029,-75.59897046,0.28713385,30,TSa,Y,78,40,60,0,0,0,0,0,0,0,1,109,C,0.056106573,5.6106573,2.122607959,1.727750344,0.017277503,,BarrierCoast_1,760.4864871,1405.329689,0.045669362
430,0.88674275,37.6922061,-75.59902997,0.31800694,35,TSa,Y,65,45,55,0,0,0,0,0,0,0,1,95,C,0.046433842,4.6433842,1.716661757,1.522237367,0.015222374,,BarrierCoast_1,766.0176108,1399.811714,0.041174873
431,0.761597085,37.69226909,-75.59909444,0.40021251,34,TSa,Y,101,20,80,0,0,0,0,0,0,0,1,111,C,0.048775671,4.8775671,1.81468637,1.382059849,0.013820598,,BarrierCoast_1,773.4610313,1392.605582,0.037147409
432,0.491019524,37.68858836,-75.62014587,0.37667359,32,SSa,Y,58,25,75,0,0,0,0,0,0,0,1,72,C,0.09728992,9.728992,3.882411394,1.906339794,0.019063398,,MainCoast_1,2501.865715,0,0.04777125
433,0.540768471,37.68859407,-75.62001633,0.47599925,40,SSa,Y,58,10,90,0,0,0,0,0,0,0,1,105,C,0.126908111,12.6908111,5.179479957,2.800899457,0.028008995,,MainCoast_1,2490.699339,9.092086453,0.068627905
434,0.695428408,37.68855177,-75.61995816,0.49670205,66,Se,Y,26,10,5,85,0,0,0,0,0,0,2,67,C,0.09851134,9.851134,3.935380738,2.736775561,0.027367756,,MainCoast_1,2484.868033,4.525581133,0.068507584
435,0.791807326,37.68851907,-75.62000183,0.49102683,60,SSa,Y,41,5,80,15,0,0,0,0,0,0,2,66,C,0.096151954,9.6151954,3.833101474,3.035077828,0.030350778,,MainCoast_1,2488.079103,5.891242407,0.076133822
436,0.64098811,37.68852284,-75.62005316,0.42724325,45,SSa,Y,58,15,85,0,0,0,0,0,0,0,1,108,C,0.114567754,11.4567754,4.635860848,2.971531683,0.029715317,,MainCoast_1,2492.614677,9.961391942,0.073436568
437,0.359713238,37.66624996,-75.63207832,0.50030319,35,SSa,Y,59,10,90,0,0,0,0,0,0,0,1,19,C,0.189105136,18.9105136,7.988931935,2.873724575,0.028737246,,MainCoast_1,3284.449011,266.1493532,0.068023621
438,0.309732301,37.66618777,-75.63222323,0.48610029,38,SSa,Y,53,20,79,1,0,0,0,0,0,0,2,59,C,0.290452158,29.0452158,12.81541759,3.969348778,0.039693488,,MainCoast_1,3294.884443,258.712273,0.089962415
439,0.247327016,37.66635898,-75.6322477,0.45016655,34,SSa,Y,42,30,70,0,0,0,0,0,0,0,1,79,C,0.240150486,24.0150486,10.38136799,2.567592766,0.025675928,,MainCoast_1,3302.134058,247.1147895,0.059395703
440,0.453334053,37.66632009,-75.63217239,0.46133306,35,SSa,Y,44,10,90,0,0,0,0,0,0,0,1,15,C,0.22144916,22.144916,9.495785496,4.304762925,0.043047629,,MainCoast_1,3294.560174,255.032537,0.100390445
441,0.520765786,37.66629332,-75.63209465,0.4514229,34,SSa,Y,43,20,80,0,0,0,0,0,0,0,1,17,C,0.182578397,18.2578397,7.688667656,4.003995055,0.040039951,,MainCoast_1,3287.149653,262.4446887,0.095080582
442,0.607813554,37.66014137,-75.61566362,-0.15334817,30,TSa,Y,128,50,50,0,0,0,0,0,0,0,1,61,C,0.083192861,8.3192861,3.274303152,1.990165836,0.019901658,,BarrierCoast_1,1725.466843,1858.887398,0.050565749
443,0.734041839,37.66015113,-75.61562576,-0.10634826,32,TSa,Y,131,50,50,0,0,0,0,0,0,0,1,22,C,0.0710065,7.10065,2.753421641,2.021126685,0.020211267,,BarrierCoast_1,1722.290226,1861.270207,0.052121742
444,0.687540751,37.66017335,-75.61560195,-0.10756347,31,TSa,Y,105,60,40,0,0,0,0,0,0,0,1,41,C,0.066978969,6.6978969,2.582252451,1.775403789,0.017754038,,BarrierCoast_1,1720.521647,1861.895112,0.046050771
445,0.528679219,37.66019969,-75.6156283,-0.0656722,31,TSa,Y,128,40,60,0,0,0,0,0,0,0,1,23,C,0.085002002,8.5002002,3.352011046,1.772138582,0.017721386,,BarrierCoast_1,1723.205261,1858.436634,0.044938792
446,0.735717322,37.6602187,-75.61559109,-0.04165804,33,TSa,Y,123,80,20,0,0,0,0,0,0,0,1,14,C,0.076568912,7.6568912,2.990623086,2.200253208,0.022002532,,BarrierCoast_1,1720.226084,1860.266998,0.056333075
447,0.537391729,37.65767112,-75.61430043,0.10106978,33,TSa,Y,70,40,60,0,0,0,0,0,0,0,1,13,C,0.081011911,8.1011911,3.180755508,1.709311702,0.017093117,,BarrierCoast_1,1544.823236,2101.090716,0.043535131
448,0.496252185,37.65763514,-75.61431045,0.07265834,31,TSa,Y,99,40,60,0,0,0,0,0,0,0,1,21,C,0.098968059,9.8968059,3.955198776,1.962776035,0.01962776,,BarrierCoast_1,1544.058668,2102.380093,0.049113116
449,0.564843868,37.65762834,-75.6142609,0.06144968,31,TSa,Y,70,50,50,0,0,0,0,0,0,0,1,39,C,0.075751844,7.5751844,2.955722181,1.669521549,0.016695215,,BarrierCoast_1,1539.742699,2106.520482,0.042787965
450,0.615494997,37.65767774,-75.61423221,0.05845238,30,TSa,Y,70,50,50,0,0,0,0,0,0,0,1,10,C,0.086082783,8.6082783,3.3984806,2.091747806,0.020917478,,BarrierCoast_1,1539.589897,2105.881282,0.052983522
451,0.742367699,37.65774353,-75.61423709,0.08577543,37,TSa,Y,84,50,50,0,0,0,0,0,0,0,1,18,C,0.090991627,9.0991627,3.609983622,2.679935235,0.026799352,,BarrierCoast_1,1542.90415,2101.76616,0.067549245
452,0.52705529,37.65154497,-75.60616336,-0.00752421,NA,TSa,Y,85,30,70,0,0,0,0,0,0,0,1,20,C,0.090972153,9.0972153,3.609143135,1.902217982,0.01902218,,BarrierCoast_1,700.434842,3066.249511,0.047947354
453,0.581521364,37.65151973,-75.60617333,-0.02988894,38,TSa,Y,107,40,60,0,0,0,0,0,0,0,1,16,C,0.085431655,8.5431655,3.370480327,1.960006317,0.019600063,,BarrierCoast_1,701.3148394,3066.931499,0.049680333
454,0.480657308,37.65150673,-75.60613453,-0.02799165,38,TSa,Y,97,30,70,0,0,0,0,0,0,0,1,154,C,0.094432205,9.4432205,3.758655668,1.806625315,0.018066253,,BarrierCoast_1,697.8910441,3070.610705,0.045389529
455,0.393506434,37.66201983,-75.61233971,0.23626026,43,TSa,Y,94,30,70,0,0,0,0,0,0,0,1,60,C,0.088143132,8.8143132,3.487165003,1.372221865,0.013722219,,BarrierCoast_1,1481.034811,2012.580785,0.03468489
456,0.524864274,37.66207189,-75.61234292,0.21705241,45,TSa,Y,90,35,65,0,0,0,0,0,0,0,1,38,C,0.099144789,9.9144789,3.962869157,2.079968443,0.020799684,,BarrierCoast_1,1482.978793,2009.505406,0.052037558
457,0.543449243,37.66210855,-75.61235709,0.27559092,45,TSa,Y,87,20,80,0,0,0,0,0,0,0,1,87,C,0.102954432,10.2954432,4.128441912,2.243598632,0.022435986,,BarrierCoast_1,1485.364304,2006.423368,0.055950508
458,0.580980054,37.66220559,-75.61240429,0.31952156,40,TSa,Y,82,25,75,0,0,0,0,0,0,0,1,36,C,0.081462349,8.1462349,3.200064485,1.859173637,0.018591736,,BarrierCoast_1,1492.534787,1997.519579,0.047328
